Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Abarth,2021,595,Hatchback,2021 Abarth 595 Competizione,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.8 L / 100 km,14901,Grey / Black,"Pakenham, VIC",4 cyl,Hatchback, 3 Doors, 4 Seats,37990
Mazda,2006,Tribute,SUV,2006 Mazda Tribute V6 Luxury,USED,Automatic,"6 cyl, 3 L",4WD,Unleaded,10.9 L / 100 km,254957,Grey / -,"Braybrook, VIC",6 cyl,SUV, 4 Doors, 5 Seats,8999
Mazda,2006,3,Hatchback,2006 Mazda 3 SP23,USED,Automatic,"4 cyl, 2.3 L",Front,Unleaded,9.3 L / 100 km,116431,Silver / Black,"Hendra, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,12990
Ford,2012,Territory,SUV,2012 Ford Territory TS (4X4),USED,Automatic,"6 cyl, 2.7 L",AWD,Diesel,8.8 L / 100 km,155102,Grey / -,"Slacks Creek, QLD",6 cyl,SUV, 4 Doors, 7 Seats,12990
Honda,2015,Accord,Sedan,2015 Honda Accord V6-L,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.2 L / 100 km,79713,Red / Black,"Brooklyn, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,24897
Suzuki,2011,Alto,Hatchback,2011 Suzuki Alto GL,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.5 L / 100 km,106000,Black / -,"Werribee, VIC",3 cyl,Hatchback, 5 Doors, 4 Seats,9999
Volkswagen,2020,T-ROC,SUV,2020 Volkswagen T-ROC 140TSI Sport,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.2 L / 100 km,31174,Blue / Black,"HEIDELBERG, VIC",4 cyl,SUV, 4 Doors, 5 Seats,43888
Toyota,2017,RAV4,SUV,2017 Toyota RAV4 GXL (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,53541,Silver / Grey,"Lilydale, VIC",4 cyl,SUV, 4 Doors, 5 Seats,35999
Hyundai,2022,I30,Hatchback,2022 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,11679,White / Black,"Pinkenba, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,27990
Mitsubishi,2020,Outlander,SUV,2020 Mitsubishi Outlander LS 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,96427,White / -,"Morningside, QLD",4 cyl,SUV, 4 Doors, 7 Seats,28990
Holden,2016,Captiva,SUV,2016 Holden Captiva 7 LTZ (awd),USED,Automatic,"6 cyl, 3 L",AWD,Unleaded,10.1 L / 100 km,147708,Black / Black,"Mordialloc, VIC",6 cyl,SUV, 4 Doors, 7 Seats,14499
Ford,2009,Falcon,Sedan,2009 Ford Falcon XR6,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.1 L / 100 km,203825,Black / -,"Ringwood, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,13999
Nissan,2006,Patrol,The Cheap Car Co Pty Ltd,2006 Nissan Patrol ST,USED,Automatic,-,Other,Diesel,-,257031,Silver / -,"Rocklea, QLD",-,Wagon,,,18999
Kia,2018,Sportage,SUV,2018 Kia Sportage SI (fwd) AO Edition,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,71899,White / Black,"South Melbourne, VIC",4 cyl,SUV, 4 Doors, 5 Seats,24950
Ford,2015,Territory,SUV,2015 Ford Territory TX (4X4),USED,Automatic,"6 cyl, 2.7 L",AWD,Diesel,8.8 L / 100 km,198246,Silver / Black,"Berwick, VIC",6 cyl,SUV, 4 Doors, 5 Seats,17990
Honda,2013,Odyssey,Wagon,2013 Honda Odyssey Luxury,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.9 L / 100 km,136350,Silver / Black,"Carrum Downs, VIC",4 cyl,Wagon, 4 Doors, 7 Seats,17990
Mitsubishi,2017,Outlander,SUV,2017 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,6.8 L / 100 km,159935,White / Cloth,"Mornington, VIC",4 cyl,SUV, 4 Doors, 7 Seats,21990
Subaru,2018,Forester,SUV,2018 Subaru Forester 2.0D-L,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.3 L / 100 km,114124,White / Black,"HEIDELBERG, VIC",4 cyl,SUV, 4 Doors, 5 Seats,26850
Hyundai,2011,I40,M1 Used Cars,2011 Hyundai I40 Active Tourer - 15 Months,USED,Automatic,-,Other,Unleaded,-,172418,White / -,"Slacks Creek, QLD",-,Wagon,,,11990
Hyundai,2012,Veloster,Hatchback,2012 Hyundai Veloster,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,69040,Red / -,"Eagle Farm, QLD",4 cyl,Hatchback, 3 Doors, 4 Seats,17990
Ford,2012,Territory,SUV,2012 Ford Territory TX (rwd),USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,8.2 L / 100 km,198682,Gold / -,"Capalaba, QLD",6 cyl,SUV, 4 Doors, 5 Seats,14995
Nissan,2008,GT-R,USED Dealer ad,2008 Nissan GT-R R35 TV6 3.8L 6SP SPORTS AUTOMATIC DUAL CLUTCH 2D COUPE,USED,Automatic,-,Other,Unleaded,-,39887,Grey / -,"Braeside, VIC",-,,,,109995
Mercedes-Benz,2020,GLC63,SUV,2020 Mercedes-Benz GLC63 S 4Matic+,USED,Automatic,"8 cyl, 4 L",AWD,Premium,12.2 L / 100 km,53000,Grey / Black Nappa Leather,"Berwick, VIC",8 cyl,SUV, 4 Doors, 5 Seats,154800
Mitsubishi,1998,Lancer,USED Dealer ad,1998 Mitsubishi Lancer GLi,USED,Automatic,-,Front,Unleaded,-,114900,White / Grey,"Ringwood, VIC",-,,,,6990
Hyundai,2012,I20,Hatchback,2012 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.4 L / 100 km,134333,Red / Black,"Eagle Farm, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,10990
Honda,2015,HR-V,SUV,2015 Honda HR-V VTI-S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,53000,Red / -,"Greenslopes, QLD",4 cyl,SUV, 4 Doors, 5 Seats,21990
Hyundai,2019,Sonata,Sedan,2019 Hyundai Sonata Active,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.3 L / 100 km,47488,Silver / -,"Moorabbin, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,27950
Toyota,2019,Tarago,Wagon,2019 Toyota Tarago GLI,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.9 L / 100 km,56635,White / Black,"SOUTH MELBOURNE, VIC",4 cyl,Wagon, 4 Doors, 8 Seats,38880
Subaru,2019,XV,SUV,2019 Subaru XV 2.0I-S,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7 L / 100 km,148225,Grey / Black,"Berwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,27990
Toyota,2020,Camry,USED Dealer ad,2020 Toyota Camry Ascent,USED,Automatic,-,Front,Premium,-,59222,White / Black Fabric,"Preston, VIC",-,,,,41990
Toyota,2021,Camry,Sedan,2021 Toyota Camry SX Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,40194,Blue / Black,"Cranbourne, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,54990
Toyota,2014,Yaris,Hatchback,2014 Toyota Yaris YR,USED,Manual,"4 cyl, 1.3 L",Front,Unleaded,5.7 L / 100 km,143378,Blue / Cloth,"Ipswich, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,11886
Toyota,2009,RAV4,SUV,2009 Toyota RAV4 SX6,USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,10.5 L / 100 km,227275,Grey / -,"Rocklea, QLD",6 cyl,SUV, 4 Doors, 5 Seats,10999
Holden,2011,Cruze,Sedan,2011 Holden Cruze CD,USED,Automatic,"4 cyl, 2 L",Front,Diesel,6.7 L / 100 km,204322,Silver / -,"Fawkner, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,6999
Volkswagen,2020,Polo,Hatchback,2020 Volkswagen Polo 70 TSI Trendline,USED,Manual,"3 cyl, 1 L",Front,Premium,4.8 L / 100 km,12749,White / Black,"Hendra, QLD",3 cyl,Hatchback, 5 Doors, 5 Seats,24990
Toyota,2008,Landcruiser,SUV,2008 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.3 L / 100 km,340828,White / -,"Rocklea, QLD",4 cyl,SUV, 4 Doors, 8 Seats,15999
Skoda,2020,Kodiaq,SUV,2020 Skoda Kodiaq 132 TSI (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.6 L / 100 km,20651,Grey / Black Leather,"Berwick, VIC",4 cyl,SUV, 4 Doors, 7 Seats,44999
Kia,2019,Carnival,Wagon,2019 Kia Carnival S,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.7 L / 100 km,46586,White / Beige,"SOUTH MELBOURNE, VIC",4 cyl,Wagon, 4 Doors, 8 Seats,38880
Volvo,2013,V40,Hatchback,2013 Volvo V40 T5 R-Design,USED,Automatic,"5 cyl, 2.5 L",Front,Premium,8.1 L / 100 km,145024,White / -,"Coburg North, VIC",5 cyl,Hatchback, 5 Doors, 5 Seats,15990
Jeep,2015,Grand,SUV,2015 Jeep Grand Cherokee Overland (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,148355,White / Black,"SOUTH MELBOURNE, VIC",6 cyl,SUV, 4 Doors, 5 Seats,32880
Nissan,2007,Tiida,Hatchback,2007 Nissan Tiida ST,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.8 L / 100 km,191275,White / -,"Eagle Farm, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,8990
Toyota,2004,Landcruiser,SUV,2004 Toyota Landcruiser Prado VX (4X4),USED,Automatic,"6 cyl, 4 L",4WD,Unleaded,13.8 L / 100 km,287989,Black / -,"Rocklea, QLD",6 cyl,SUV, 4 Doors, 8 Seats,13999
Nissan,2009,X-Trail,SUV,2009 Nissan X-Trail ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,9.3 L / 100 km,185730,White / -,"Slacks Creek, QLD",4 cyl,SUV, 4 Doors, 5 Seats,9990
Holden,2016,Calais,Sedan,2016 Holden Calais V,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,303000,Green / Leather,"Brooklyn, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,19999
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux Workmate,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,10.9 L / 100 km,72185,White / -,"Coburg North, VIC",4 cyl,Ute / Tray, 2 Doors, 2 Seats,30990
Volkswagen,2009,Caddy,Wagon,2009 Volkswagen Caddy Maxi Life,USED,Manual,"4 cyl, 1.9 L",Front,Diesel,6.3 L / 100 km,183454,White / Art Gray,"Mulgrave, VIC",4 cyl,Wagon, 4 Doors, 7 Seats,13990
Honda,2017,Civic,Sedan,2017 Honda Civic VTI-S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.4 L / 100 km,79895,Grey / Black,"Hoppers Crossing, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,24990
Ford,2006,Fiesta,Hatchback,2006 Ford Fiesta LX,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,7.5 L / 100 km,170296,- / -,"Avondale Heights, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,6999
Volvo,2010,XC60,SUV,2010 Volvo XC60 3.2,USED,Automatic,"6 cyl, 3.2 L",AWD,-,10.5 L / 100 km,151819,Black / Black,"Mornington, VIC",6 cyl,SUV, 4 Doors, 5 Seats,13990
Land,2016,Rover,SUV,2016 Land Rover Discovery Sport TD4 HSE,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6 L / 100 km,86981,White / -,"Berwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,36880
Holden,2012,Commodore,Ute / Tray,2012 Holden Commodore SV6,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,181123,Purple / -,"Slacks Creek, QLD",6 cyl,Ute / Tray, 2 Doors, 2 Seats,17990
Mini,2016,Clubman,Wagon,2016 Mini Clubman Cooper S,USED,Manual,"4 cyl, 2 L",Front,Premium,6.4 L / 100 km,54134,White / -,"Mansfield, QLD",4 cyl,Wagon, 4 Doors, 5 Seats,32800
Volkswagen,2023,Touareg,NEW In stock,2023 Volkswagen Touareg 210TDI Tiptronic 4MOTION Elegance,NEW,Automatic,-,Other,Diesel,-,20,Black / Black,"Doncaster, VIC",-,Wagon,,,135066
Nissan,2013,Pulsar,Sedan,2013 Nissan Pulsar ST,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.7 L / 100 km,186342,Red / -,"Braybrook, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,11799
Holden,2019,Trax,SUV,2019 Holden Trax LS,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,33639,White / -,"Morningside, QLD",4 cyl,SUV, 4 Doors, 5 Seats,20790
Holden,2017,Trax,SUV,2017 Holden Trax LT,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,26786,Blue / Black Leather,"Berwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,22998
Hyundai,2012,IX35,SUV,2012 Hyundai IX35 Highlander (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,7.5 L / 100 km,242020,Grey / Black,"West Footscray, VIC",4 cyl,SUV, 4 Doors, 5 Seats,12999
Holden,2010,Captiva,SUV,2010 Holden Captiva LX (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.7 L / 100 km,140785,Black / Black,"Altona North, VIC",4 cyl,SUV, 4 Doors, 7 Seats,9499
Mazda,2015,6,Sedan,2015 Mazda 6 Sport,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.6 L / 100 km,79709,White / Grey,"Hendra, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,19990
BMW,2010,X1,SUV,2010 BMW X1 Sdrive 20D,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,5.9 L / 100 km,154715,Black / -,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 5 Seats,11995
Mercedes-Benz,2014,GLA200,SUV,2014 Mercedes-Benz GLA200 CDI,USED,Automatic,"4 cyl, 2.1 L",Front,Diesel,4.6 L / 100 km,74000,White / -,"Moorabbin, VIC",4 cyl,SUV, 4 Doors, 5 Seats,28500
Mazda,2015,3,Hatchback,2015 Mazda 3 Touring,USED,Manual,"4 cyl, 2 L",Front,Unleaded,5.9 L / 100 km,92568,White / Stnd,"Southport, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,17990
Renault,2016,Clio,Hatchback,2016 Renault Clio RS 200 Sport,USED,Automatic,"4 cyl, 1.6 L",Front,-,6.3 L / 100 km,83160,Red / Black,"Ferntree Gully, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,21888
Ford,2011,Fiesta,Sedan,2011 Ford Fiesta LX,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.1 L / 100 km,122220,- / -,"Moorooka, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,9990
Toyota,2019,Camry,Sedan,2019 Toyota Camry SX,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.3 L / 100 km,76603,White / Leather,"Toowoomba City, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,31995
Honda,2016,HR-V,SUV,2016 Honda HR-V VTI-S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,79931,Black / -,"Mansfield, QLD",4 cyl,SUV, 4 Doors, 5 Seats,21800
Hyundai,2013,I30,Hatchback,2013 Hyundai I30 Elite,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,101997,Black / -,"Coburg, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,16888
Mazda,2012,CX-5,SUV,2012 Mazda CX-5 Maxx (4X4),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.9 L / 100 km,180445,Blue / -,"Alphington, VIC",4 cyl,SUV, 4 Doors, 5 Seats,15488
Ford,2012,Ranger,The Cheap Car Co Pty Ltd,2012 Ford Ranger XL,USED,Manual,-,Other,Diesel,-,230186,White / -,"Rocklea, QLD",-,Ute / Tray,,,20999
Kia,2009,Sorento,SUV,2009 Kia Sorento SI (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.4 L / 100 km,218345,Red / -,"Rocklea, QLD",4 cyl,SUV, 4 Doors, 7 Seats,10999
Nissan,2014,Pathfinder,SUV,2014 Nissan Pathfinder ST (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Premium,9.9 L / 100 km,223000,Black / Black Leather,"Brooklyn, VIC",6 cyl,SUV, 4 Doors, 7 Seats,19999
Ford,2012,Falcon,Sedan,2012 Ford Falcon XR6 Limited Edition,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,9.9 L / 100 km,136868,Silver / Slate,"Fawkner, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,25890
Mazda,2004,3,Sedan,2004 Mazda 3 Maxx,USED,Manual,"4 cyl, 2 L",Front,Unleaded,8.6 L / 100 km,160101,Gold / Black,"Kedron, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,9290
Ferrari,2010,California,Convertible,2010 Ferrari California,USED,Automatic,"8 cyl, 4.3 L",Rear,Premium,13.1 L / 100 km,81158,Black / -,"Port Melbourne, VIC",8 cyl,Convertible, 2 Doors, 4 Seats,209990
Hyundai,2020,Tucson,SUV,2020 Hyundai Tucson Active (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,54964,Blue / Black,"Ferntree Gully, VIC",4 cyl,SUV, 4 Doors, 5 Seats,28999
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 GX (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,62375,Silver / Grey,"Mornington, VIC",4 cyl,SUV, 5 Doors, 5 Seats,45990
Nissan,2020,X-Trail,SUV,2020 Nissan X-Trail ST 7 Seat (2WD) (5YR),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,54331,Blue / -,"Morningside, QLD",4 cyl,SUV, 4 Doors, 7 Seats,28290
Toyota,2018,Kluger,Berwick Mitsubishi - Melbourne's Used Car Destination,2018 Toyota Kluger GX AWD,USED,Automatic,-,Other,Unleaded,-,148846,White / Black Cloth,"Berwick, VIC",-,Wagon,,,33999
Subaru,2019,Forester,SUV,2019 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,61344,White / Black,"Oakleigh, VIC",4 cyl,SUV, 4 Doors, 5 Seats,34498
Audi,2018,A4,USED Dealer ad,2018 Audi A4 35 TFSI S Tronic S Line,USED,Automatic,-,Front,Premium,-,38000,Blue / Black,"Sumner, QLD",-,,,,39350
Honda,2007,CR-V,SUV,2007 Honda CR-V (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,10 L / 100 km,119000,Grey / -,"Acacia Ridge, QLD",4 cyl,SUV, 4 Doors, 5 Seats,12995
Land,2017,Rover,SUV,2017 Land Rover Discovery Sport TD4 150 HSE 5 Seat,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.3 L / 100 km,95679,Black / -,"Coburg North, VIC",4 cyl,SUV, 4 Doors, 5 Seats,34990
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,223165,Grey / -,"Moorabbin, VIC",5 cyl,Ute / Tray, 4 Doors, 5 Seats,46990
Toyota,2009,Corolla,Hatchback,2009 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.7 L / 100 km,223935,Black / -,"South Toowoomba, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,9990
Volkswagen,2017,Tiguan,SUV,2017 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,65922,White / Black,"Croydon, VIC",4 cyl,SUV, 4 Doors, 5 Seats,38990
Toyota,2015,Hilux,Ute / Tray,2015 Toyota Hilux SR (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.3 L / 100 km,209544,White / -,"Williamstown, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,33999
Mini,2012,Countryman,SUV,2012 Mini Countryman Cooper S Chilli,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,7.5 L / 100 km,93317,Red / Black,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 4 Seats,20990
Kia,2017,RIO,Hatchback,2017 Kia RIO S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2 L / 100 km,89777,Silver / Black,"Pinkenba, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,16990
Toyota,2015,Hilux,Ute / Tray,2015 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,150251,Blue / Black Leather,"Burwood, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,39690
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,55075,Silver / -,"Morningside, QLD",4 cyl,Hatchback, 4 Doors, 5 Seats,23990
Hyundai,2019,Venue,SUV,2019 Hyundai Venue Active,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.2 L / 100 km,47810,Black / Black,"Frankston, VIC",4 cyl,SUV, 4 Doors, 5 Seats,24520
Holden,2007,Crewman,Ute / Tray,2007 Holden Crewman SS,USED,Automatic,"8 cyl, 6 L",Rear,Unleaded,15.3 L / 100 km,442650,Blue / Black,"Altona North, VIC",8 cyl,Ute / Tray, 4 Doors, 5 Seats,7999
Kia,2019,Sorento,SUV,2019 Kia Sorento GT-Line (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.2 L / 100 km,52117,White / Black,"Ashmore, QLD",4 cyl,SUV, 4 Doors, 7 Seats,43990
Mitsubishi,2017,ASX,SUV,2017 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,139714,Grey / Black,"Pinkenba, QLD",4 cyl,SUV, 4 Doors, 5 Seats,17990
Kia,2022,Cerato,Sedan,2022 Kia Cerato GT,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.9 L / 100 km,32436,White / Black,"Pinkenba, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,36990
Toyota,2000,Avalon,Sedan,2000 Toyota Avalon VXI,USED,Automatic,"6 cyl, 3 L",Front,Unleaded,11.5 L / 100 km,209702,Green / Grey,"Ringwood, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,7990
BMW,2019,X1,SUV,2019 BMW X1 Sdrive 20I,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.2 L / 100 km,55928,Grey / Beige,"South Melbourne, VIC",4 cyl,SUV, 4 Doors, 5 Seats,42990
Nissan,2008,Elgrand,USED Dealer ad,2008 Nissan Elgrand Highway Star,USED,Automatic,-,Other,-,-,117000,White / -,"Slacks Creek, QLD",-,,,,18000
Toyota,2001,Hilux,Ute / Tray,2001 Toyota Hilux,USED,Manual,"4 cyl, 2.7 L",Rear,Unleaded,0 L / 100 km,212882,White / -,"Slacks Creek, QLD",4 cyl,Ute / Tray, 2 Doors, 3 Seats,10490
Subaru,2011,Forester,SUV,2011 Subaru Forester S-Edition,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,10.5 L / 100 km,281073,White / -,"Slacks Creek, QLD",4 cyl,SUV, 4 Doors, 5 Seats,10999
Mazda,2015,CX-5,SUV,2015 Mazda CX-5 Maxx Sport (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,67373,Black / -,"Morningside, QLD",4 cyl,SUV, 4 Doors, 5 Seats,25290
Toyota,2019,Rav,Berwick Mitsubishi - Melbourne's Used Car Destination,2019 Toyota Rav 4 GXL 2WD,USED,Automatic,-,Front,Unleaded,-,43691,White / Cloth,"Berwick, VIC",-,Wagon,,,40999
Isuzu,2016,D-MAX,Ute / Tray,2016 Isuzu D-MAX SX (4X2),USED,Automatic,"4 cyl, 3 L",Rear,Diesel,8 L / 100 km,132261,White / -,"Laverton North, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,31980
Holden,2019,Trax,SUV,2019 Holden Trax LS,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,61856,White / Black,"Ashmore, QLD",4 cyl,SUV, 4 Doors, 5 Seats,21990
Hyundai,2013,I30,Hatchback,2013 Hyundai I30 Active,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,150200,Black / -,"Moorooka, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,15995
Toyota,2012,Hilux,Ute / Tray,2012 Toyota Hilux SR,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,11.8 L / 100 km,250705,White / -,"Cheltenham, VIC",6 cyl,Ute / Tray, 4 Doors, 5 Seats,16990
GWM,2022,Haval,Springwood GWM HAVAL,2022 GWM Haval Jolion LUX,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1 L / 100 km,20,White / -,"Springwood, QLD",4 cyl,SUV, 4 Doors, 5 Seats,30990
Nissan,2014,Qashqai,SUV,2014 Nissan Qashqai ST (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,139384,Black / -,"Slacks Creek, QLD",4 cyl,SUV, 4 Doors, 5 Seats,19990
Lexus,2021,ES300H,Sedan,2021 Lexus ES300H F Sport + EP (hybrid),USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.8 L / 100 km,11773,Grey / Black,"Berwick, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,78990
Kia,2019,Sorento,SUV,2019 Kia Sorento SI (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,10 L / 100 km,88977,Grey / Cloth,"Mornington, VIC",6 cyl,SUV, 4 Doors, 7 Seats,31990
Toyota,2016,Yaris,Hatchback,2016 Toyota Yaris Ascent,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.3 L / 100 km,67031,- / -,"Avondale Heights, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,18999
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5 L / 100 km,24022,Silver / Black,"Croydon, VIC",4 cyl,SUV, 5 Doors, 5 Seats,50990
BMW,2016,X4,SUV,2016 BMW X4 Xdrive 20I,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.3 L / 100 km,137000,Silver / Black,"Sumner, QLD",4 cyl,SUV, 5 Doors, 5 Seats,34500
